,EIF2B1,TOX2,GAS8,ENC1,PLCXD1,IFIT1,CDKN1C,CD300LB,ZNF718,NSF,NAPSB,PDSS2,UBE3B,DYNLL1,ARMC5,STAG1,KLHL11,RBX1,RPL23AP82,XPC,KCTD10,PPBP,CEP95,IFNA1,GOLGA4,ZNF586,IFITM2,GTF3C5,SCP2,TCP1,PSMB7,RNF2,LEFTY1,LONP2,MRC1,FCGBP,C11orf30,CST3,CA1,BAIAP2L2,ALAS2,CD300LD,BLOC1S6,P2RY6,LOC100506123,SPIN2B,MESDC2,EIF1,RIC8B,C1QTNF6,MARCH1,EML4,TAF1B,FOXD4L5,EIF2B1,SGPP2,TOX2,GAS8,ZNF513,ENC1,IFIT1,CDKN1C,CD300LB,ZNF718,NSF,RSBN1L,NAPSB,PDSS2,SERPINI1,UBE3B,FEZ1,ARMC5,STAG1,RNF217,RPL23AP82,KCTD10,PPBP,IFNA1,HEXA-AS1,VIT,GOLGA4,GKAP1,UBTD1,GTF3C5,TCP1,PKD1,RABL6,RNF2,OAS3,NOSIP,TIMM23,LIG3,LONP2,LYAR,MRC1,C11orf30,CEBPD,CST3,ALAS2,CRLF2,LOC100506123,MARK2P9,SLC25A20,Class
G130,-0.756057,-1.8934360000000001,-0.184416,-1.474827,-1.0015180000000001,7.899265,-1.3540709999999998,-0.383126,-0.547461,0.502166,0.34178600000000003,0.206959,0.845302,-0.38645799999999997,-0.6016100000000001,0.046912,-0.694756,-0.44155200000000006,-1.166773,-0.403179,0.851914,0.22941799999999998,-0.8258549999999999,1.1454719999999998,0.24591799999999997,0.26458200000000004,0.861065,-0.083175,0.182357,0.491617,-0.490612,-0.15924000000000002,0.579854,-0.45791099999999996,1.0806930000000001,-2.54833,1.277441,0.556855,0.323644,-1.8579720000000002,0.408858,0.20657399999999998,0.418365,2.654212,-2.212457,-1.373898,0.055441,0.901558,-1.8562509999999999,1.163467,1.3298159999999999,-0.107918,1.321367,1.219071,-0.756057,-2.54833,-1.8934360000000001,-0.184416,-1.118231,-1.474827,7.899265,-1.3540709999999998,-0.383126,-0.547461,0.502166,0.529197,0.34178600000000003,0.206959,-0.584885,0.845302,-1.7632139999999998,-0.6016100000000001,0.046912,0.420932,-1.166773,0.851914,0.22941799999999998,1.1454719999999998,1.1454719999999998,-1.209447,0.24591799999999997,-0.95396,-0.304722,-0.083175,0.491617,-0.925809,0.18171500000000002,-0.15924000000000002,5.994031,-1.102733,-0.15268800000000002,0.36991599999999997,-0.45791099999999996,0.5531729999999999,1.0806930000000001,1.277441,1.8060479999999999,0.556855,0.408858,0.44109799999999993,-2.212457,-0.525891,-1.334812,Waned
G302,0.20628600000000002,-1.274573,-2.269405,-0.706577,-0.34918299999999997,6.76475,0.718771,0.307062,0.08303300000000001,1.037126,1.200208,0.329473,0.198938,0.724037,0.786519,-0.383552,-0.524311,0.001829,0.032333,-0.41351800000000005,-0.185498,0.26911999999999997,-0.131826,0.0,0.413968,-0.212027,1.078994,0.145316,-0.47475900000000004,0.21476399999999998,0.106867,0.446708,-0.596422,0.270048,-1.6784880000000002,-0.42550600000000005,0.028720999999999997,0.936161,0.348598,0.962001,0.5441090000000001,-0.7440939999999999,0.24030300000000002,3.696618,-0.845141,1.342982,0.278537,0.20080399999999998,-0.080635,-1.074255,1.507929,-0.47593199999999997,0.449896,2.092462,0.20628600000000002,-0.22298,-1.274573,-2.269405,-0.547247,-0.706577,6.76475,0.718771,0.307062,0.08303300000000001,1.037126,0.641519,1.200208,0.329473,0.43790500000000004,0.198938,-1.066473,0.786519,-0.383552,0.8538979999999999,0.032333,-0.185498,0.26911999999999997,0.0,-0.36991199999999996,-0.967398,0.413968,-0.433698,-0.909964,0.145316,0.21476399999999998,-0.866632,-0.378782,0.446708,5.795299,-0.42513599999999996,-0.085346,0.355846,0.270048,-0.129384,-1.6784880000000002,0.028720999999999997,-0.671384,0.936161,0.5441090000000001,-0.22298,-0.845141,-0.967398,-0.14341099999999998,Waned
G304,-0.15509,-2.310078,1.0712540000000002,-0.623695,0.23618899999999998,7.702475,-0.120024,0.186039,-0.53266,0.987044,0.5275449999999999,-0.5654319999999999,0.43439799999999995,0.703847,-0.277014,0.137953,-0.760536,0.663408,-0.47916499999999995,-0.15796,-0.379776,0.354765,-0.835644,-1.083917,0.011237,0.06282,1.455401,0.097057,-0.603013,0.428546,0.12532000000000001,-0.075943,-0.162734,-0.23304699999999998,-0.8257979999999999,-1.282524,-0.634959,0.244878,0.083593,0.464527,1.097659,-0.717825,0.515444,2.06854,-1.4738930000000001,-1.463759,0.367411,0.239263,-0.8370860000000001,0.785379,1.6342,-0.270937,0.799126,2.320913,-0.15509,0.742672,-2.310078,1.0712540000000002,0.750747,-0.623695,7.702475,-0.120024,0.186039,-0.53266,0.987044,0.713227,0.5275449999999999,-0.5654319999999999,0.9811840000000001,0.43439799999999995,-3.143799,-0.277014,0.137953,2.1646650000000003,-0.47916499999999995,-0.379776,0.354765,-1.083917,0.802668,-0.641446,0.011237,-1.014486,-0.895176,0.097057,0.428546,-0.729683,-0.06528400000000001,-0.075943,6.526374,-0.388036,0.14943,0.365085,-0.23304699999999998,-0.8327,-0.8257979999999999,-0.634959,-0.392006,0.244878,1.097659,-1.668926,-1.4738930000000001,-0.770411,-0.397527,Waned
G305,0.189408,-1.3310790000000001,0.380438,-0.42476800000000003,0.310815,5.190805,0.005733,-0.48209799999999997,0.209258,-0.017447,-0.24733200000000002,-0.622574,0.154158,0.162461,-1.2739049999999998,0.053136,0.558004,-0.204672,-0.29137199999999996,-0.20313299999999998,0.15328,-0.126022,-0.9481280000000001,-1.299691,-0.503977,-0.201032,0.168285,0.024967,0.041207,0.399356,0.376579,-0.319129,1.32997,-0.562458,0.542872,-0.149571,-0.110339,-0.009623,0.818946,-0.05533300000000001,0.864294,-0.501238,-0.028556,0.310866,0.127212,-0.526654,0.167977,0.502941,-0.333345,0.182562,0.366752,-0.058617999999999996,-0.22620500000000002,1.2843069999999999,0.189408,0.859301,-1.3310790000000001,0.380438,-0.606128,-0.42476800000000003,5.190805,0.005733,-0.48209799999999997,0.209258,-0.017447,0.08946699999999999,-0.24733200000000002,-0.622574,0.341116,0.154158,-0.335766,-1.2739049999999998,0.053136,0.186791,-0.29137199999999996,0.15328,-0.126022,-1.299691,-1.06786,-1.86025,-0.503977,-0.195184,-0.006554000000000001,0.024967,0.399356,0.063343,-0.124143,-0.319129,3.569369,0.633612,-0.072152,0.113246,-0.562458,-0.33060500000000004,0.542872,-0.110339,-0.27603,-0.009623,0.864294,-1.348252,0.127212,-0.791506,-0.183755,Waned
G306,-0.17363900000000002,-0.362235,0.385696,-1.19449,0.17216900000000002,4.445161,0.009695,-0.523253,-0.315992,0.44233199999999995,0.904384,0.249516,-0.06257,-0.342171,1.080783,-0.372933,-0.60672,-0.547272,0.927625,-0.718255,-0.137021,0.757908,-0.14400000000000002,2.499123,0.47342700000000004,0.791155,1.213763,-0.164075,-0.426738,-0.5249,-0.278138,0.473742,0.35522800000000004,-0.26685,0.033893,0.9038379999999999,-0.346627,0.842591,0.082926,0.103021,0.484019,-0.431529,0.3419,0.321117,0.36170599999999997,1.037201,0.284095,0.524345,-0.294299,0.16386099999999998,0.780253,-0.022168,-0.22568200000000002,1.646234,-0.17363900000000002,-1.236761,-0.362235,0.385696,-0.78122,-1.19449,4.445161,0.009695,-0.523253,-0.315992,0.44233199999999995,-0.001517,0.904384,0.249516,0.559561,-0.06257,0.607853,1.080783,-0.372933,-0.80092,0.927625,-0.137021,0.757908,2.499123,0.406134,0.954209,0.47342700000000004,-0.9993799999999999,-0.45862200000000003,-0.164075,-0.5249,0.014129,-0.027939,0.473742,3.802485,0.840427,0.3327,-0.073879,-0.26685,0.254618,0.033893,-0.346627,0.789233,0.842591,0.484019,-0.157273,0.36170599999999997,1.983253,0.265814,Waned
G311,-0.055596000000000007,0.85965,-0.962096,-0.7986,0.8326889999999999,3.6019669999999997,1.86343,-0.033444,-0.909349,0.44044300000000003,1.3006309999999999,-0.640583,-0.264083,0.8522790000000001,0.178398,-0.199786,0.234938,0.638263,-0.48048100000000005,-0.750196,-0.100244,-0.019795,-0.155818,0.0,0.14868299999999998,0.076417,1.226567,-0.12481600000000001,-0.320463,0.05501,0.036677999999999995,0.373485,-0.808326,-0.3453,-2.431301,0.176376,-0.48996999999999996,0.014419999999999999,0.442405,0.609244,0.47048900000000005,-2.3431610000000003,-0.004455,2.4288689999999997,-0.342238,0.48687700000000006,0.278742,-0.40810799999999997,-0.15349100000000002,-0.786274,0.814116,0.238271,-0.17778,2.770205,-0.055596000000000007,0.299702,0.85965,-0.962096,0.521634,-0.7986,3.6019669999999997,1.86343,-0.033444,-0.909349,0.44044300000000003,-0.584372,1.3006309999999999,-0.640583,-0.5432170000000001,-0.264083,-0.48081999999999997,0.178398,-0.199786,1.3173110000000001,-0.48048100000000005,-0.100244,-0.019795,0.0,0.739738,0.9724719999999999,0.14868299999999998,-1.2030299999999998,0.131474,-0.12481600000000001,0.05501,-0.558081,-0.083557,0.373485,4.0196309999999995,0.511376,-0.105779,0.200552,-0.3453,-0.214644,-2.431301,-0.48996999999999996,0.21467600000000003,0.014419999999999999,0.47048900000000005,-1.5041069999999999,-0.342238,-0.617107,0.24458000000000002,Persistent
G313,-0.008274,-0.592242,-0.747174,-0.277958,-0.893224,5.392086,1.320994,0.8733120000000001,0.134792,1.3882889999999999,1.463049,-1.6019889999999999,-0.036843,1.3294030000000001,-0.133932,-0.8512069999999999,-0.415592,1.1644860000000001,0.042884,-0.844484,-0.514849,0.812778,0.07806,-0.483525,-0.731988,0.167248,2.662644,-0.24825100000000003,-0.31662399999999996,0.30735100000000004,0.42588100000000007,0.633286,1.0194860000000001,-1.082824,-0.747174,-3.0794509999999997,0.233238,1.8543189999999998,1.173798,-1.5805209999999998,1.270761,-1.143958,0.082138,3.116908,-2.297805,0.07806,0.23388899999999999,0.770321,-1.249335,-1.432634,1.275554,-1.2466469999999998,0.23126100000000002,1.0668549999999999,-0.008274,-1.349482,-0.592242,-0.747174,-0.222723,-0.277958,5.392086,1.320994,0.8733120000000001,0.134792,1.3882889999999999,0.391836,1.463049,-1.6019889999999999,-0.773478,-0.036843,-0.96539,-0.133932,-0.8512069999999999,1.47189,0.042884,-0.514849,0.812778,-0.483525,-0.845038,0.0,-0.731988,-1.550745,0.08352000000000001,-0.24825100000000003,0.30735100000000004,-1.657725,-0.170401,0.633286,4.670532,0.40059,0.700191,-0.362964,-1.082824,0.272325,-0.747174,0.233238,1.304545,1.8543189999999998,1.270761,1.444481,-2.297805,0.0,0.644336,Persistent
G314,0.013538999999999999,-1.895329,0.24968600000000002,0.30492800000000003,1.9127740000000002,6.580713,0.020357,-0.6759390000000001,0.501826,0.6916720000000001,0.043736000000000004,-1.176519,0.7173109999999999,-0.458136,-2.042722,0.041939,1.3921290000000002,0.025185,-1.23781,0.7086720000000001,0.318959,0.0017510000000000002,-0.8869229999999999,-1.073215,1.455149,-1.1948590000000001,0.261813,-0.324814,1.3943159999999999,0.176271,0.705978,-0.179078,-0.13208499999999998,-0.7915369999999999,0.08149400000000001,-0.885925,0.6104569999999999,1.422721,1.331416,-1.634371,0.26057600000000003,0.450975,-0.607669,1.3778569999999999,-0.440996,-1.071124,0.70745,0.2605,-1.075576,-1.2770860000000002,0.3796,-0.627257,0.534224,1.289493,0.013538999999999999,0.19792,-1.895329,0.24968600000000002,-0.73482,0.30492800000000003,6.580713,0.020357,-0.6759390000000001,0.501826,0.6916720000000001,0.42191300000000004,0.043736000000000004,-1.176519,-1.548498,0.7173109999999999,0.015419,-2.042722,0.041939,1.6027879999999999,-1.23781,0.318959,0.0017510000000000002,-1.073215,1.3158020000000001,1.059186,1.455149,3.029696,-0.5038189999999999,-0.324814,0.176271,-1.058176,0.45683500000000005,-0.179078,5.49518,1.16749,-0.23345300000000002,-0.049277,-0.7915369999999999,0.037507,0.08149400000000001,0.6104569999999999,3.3236550000000005,1.422721,0.26057600000000003,-0.712663,-0.440996,0.802982,-1.0391629999999998,Waned
G315,-0.23226799999999997,-1.203494,0.628672,-0.7458140000000001,-0.20793499999999998,8.095466,0.11890799999999999,0.358441,-0.15185,1.097912,1.389414,-0.703893,0.328789,0.150545,-1.26291,0.072248,-0.5328069999999999,0.517775,-0.9530959999999999,-0.240121,0.120551,0.882951,-0.519297,-2.4963,0.557715,-0.41293100000000005,1.6413380000000002,-0.628564,-0.20788800000000002,0.057329,0.232023,0.08671799999999999,-2.0823840000000002,-0.486224,0.254019,-1.650092,0.599776,0.834988,0.707225,-1.850373,0.881928,-0.414178,-0.12228699999999999,3.145772,-0.5048779999999999,-1.056469,0.502692,0.349473,0.077811,-0.126067,1.5519,-0.43381499999999995,0.46666199999999997,0.6521819999999999,-0.23226799999999997,0.792322,-1.203494,0.628672,0.221991,-0.7458140000000001,8.095466,0.11890799999999999,0.358441,-0.15185,1.097912,0.534978,1.389414,-0.703893,-0.516048,0.328789,-0.044886,-1.26291,0.072248,1.306297,-0.9530959999999999,0.120551,0.882951,-2.4963,-2.089979,-0.723763,0.557715,-0.129253,-0.24584499999999998,-0.628564,0.057329,-0.200888,-0.355072,0.08671799999999999,6.555399,-0.6955439999999999,0.562746,0.334316,-0.486224,-0.201713,0.254019,0.599776,-0.605819,0.834988,0.881928,0.027935,-0.5048779999999999,-2.0496540000000003,0.380912,Persistent
G322,-0.048803,-1.707845,-0.260619,0.257847,0.260927,6.822558,1.2597450000000001,0.252643,-1.8405470000000002,1.243642,2.65873,0.48097399999999996,0.300138,0.872598,0.440802,-0.27008000000000004,0.112795,1.406037,-0.634337,-0.37161,-0.927709,0.304306,-1.067328,1.48048,-1.684766,-0.461658,2.338679,-0.108482,-0.8501790000000001,0.467462,0.288894,-0.6117630000000001,0.495724,-0.9960629999999999,-0.11960699999999999,-0.17460499999999998,-0.5958720000000001,0.9119309999999999,1.1511360000000002,1.368655,1.1389200000000002,-0.853326,-0.16668,3.3375160000000004,-0.600525,0.33715700000000004,0.07796499999999999,0.25559499999999996,-0.407156,-0.786798,0.911517,-0.5691109999999999,0.095953,1.952606,-0.048803,-0.423703,-1.707845,-0.260619,0.681823,0.257847,6.822558,1.2597450000000001,0.252643,-1.8405470000000002,1.243642,0.47037399999999996,2.65873,0.48097399999999996,-0.348973,0.300138,-1.441757,0.440802,-0.27008000000000004,1.143052,-0.634337,-0.927709,0.304306,1.48048,0.815982,-0.45288999999999996,-1.684766,-1.01463,0.458638,-0.108482,0.467462,-1.0546209999999998,-0.539333,-0.6117630000000001,6.706200999999999,1.313987,0.14431300000000002,0.352725,-0.9960629999999999,-0.772861,-0.11960699999999999,-0.5958720000000001,-0.34313499999999997,0.9119309999999999,1.1389200000000002,-0.30601,-0.600525,2.56902,-0.706986,Persistent
G324,-0.724891,0.42338100000000006,-0.604733,0.775305,0.315362,8.240199,0.421705,0.384131,-1.2739790000000002,1.23099,0.6247550000000001,-0.673812,0.260187,-0.206089,-0.692688,-0.16786600000000002,-0.015967,-0.328885,-1.19315,-0.44528900000000005,-0.082085,0.057430999999999996,-0.47240699999999997,1.956264,0.021755,-0.0026550000000000002,1.937055,-0.022321,-1.021915,-0.16935899999999998,-0.520169,-0.269375,-0.034702,-0.783464,-1.2239440000000001,-0.8687360000000001,0.887048,0.7456020000000001,-0.5202,-1.9558330000000002,-0.8282799999999999,1.084784,0.878257,1.908209,-1.804155,-1.356271,-0.254139,0.028517,-1.473375,-1.177079,1.2297770000000001,0.010608,-0.865967,2.656882,-0.724891,-1.268192,0.42338100000000006,-0.604733,-0.29702199999999995,0.775305,8.240199,0.421705,0.384131,-1.2739790000000002,1.23099,1.2357790000000002,0.6247550000000001,-0.673812,-0.758372,0.260187,-1.693038,-0.692688,-0.16786600000000002,0.6194,-1.19315,-0.082085,0.057430999999999996,1.956264,1.6601150000000002,-1.2892270000000001,0.021755,-0.795424,0.268895,-0.022321,-0.16935899999999998,-1.125322,-0.183912,-0.269375,6.882886,0.518786,-0.9992200000000001,0.350493,-0.783464,0.00223,-1.2239440000000001,0.887048,0.44259799999999994,0.7456020000000001,-0.8282799999999999,-2.1845,-1.804155,1.956264,-0.807393,Persistent
G332,-0.38568800000000003,-0.560357,-0.033612,-0.316707,0.44135,8.324189,0.297609,0.298894,-1.320747,0.846616,1.306183,-0.512918,0.47930900000000004,0.111103,-4.4759,-0.822377,-0.737973,1.460612,-2.297271,-0.286488,0.081374,1.268442,-1.888557,0.0,0.45615600000000006,-0.428918,1.870569,-0.442325,-0.175689,-0.20192100000000002,-0.188834,-0.047264,0.86608,-0.804475,-0.713407,-2.9714720000000003,1.052874,1.246359,1.187066,-0.266676,1.3491540000000002,-0.762821,1.113542,3.363078,-1.8475139999999999,-0.3229,0.337016,0.59502,-1.462931,-1.12474,1.334558,-0.627821,0.8169420000000001,0.9247569999999999,-0.38568800000000003,-0.755645,-0.560357,-0.033612,-0.41468599999999994,-0.316707,8.324189,0.297609,0.298894,-1.320747,0.846616,0.765423,1.306183,-0.512918,-0.336422,0.47930900000000004,-3.2484509999999998,-4.4759,-0.822377,0.5818840000000001,-2.297271,0.081374,1.268442,0.0,0.296045,-2.373184,0.45615600000000006,-1.006062,0.173649,-0.442325,-0.20192100000000002,-1.227131,0.34810599999999997,-0.047264,7.232258,0.41666000000000003,0.109365,-0.0314,-0.804475,-0.054075,-0.713407,1.052874,-0.747977,1.246359,1.3491540000000002,0.020189,-1.8475139999999999,1.315137,-0.475416,Persistent
G336,-0.641187,-2.158493,0.310249,-0.9982719999999999,-0.309958,7.516746,1.089693,0.116298,-0.590591,1.227163,2.087246,-0.184362,0.26226700000000003,0.71097,-0.5988680000000001,-0.144706,-1.107335,1.073934,-0.310911,-0.7290439999999999,-0.876776,0.49063599999999996,-1.844629,6.026669,-1.077799,-0.090813,3.23432,-0.511942,-1.493995,0.673451,0.421044,-0.014925,2.941203,-1.3774870000000001,-0.703337,0.36209600000000003,-0.39265300000000003,1.465431,0.924566,-0.296012,0.892841,0.11222599999999999,-0.086716,2.7673360000000002,-0.351233,-0.792654,-0.20849299999999998,0.8484360000000001,-1.612096,-0.896642,1.379995,-1.0428620000000002,-0.949843,3.044132,-0.641187,-1.620558,-2.158493,0.310249,0.428345,-0.9982719999999999,7.516746,1.089693,0.116298,-0.590591,1.227163,1.153609,2.087246,-0.184362,-1.1858,0.26226700000000003,-1.8719560000000002,-0.5988680000000001,-0.144706,1.257419,-0.310911,-0.876776,0.49063599999999996,6.026669,1.800655,0.70258,-1.077799,-0.35636,0.593356,-0.511942,0.673451,-2.5246619999999997,-1.103019,-0.014925,6.572671000000001,1.204094,0.145786,0.109979,-1.3774870000000001,-1.266356,-0.703337,-0.39265300000000003,1.007651,1.465431,0.892841,-1.036953,-0.351233,5.429396,0.155774,Persistent
G337,-0.101763,-1.084195,0.40010999999999997,-0.064367,-0.814164,5.481883,1.784847,0.389221,-0.962511,1.924014,1.7511,0.23354899999999998,0.5714199999999999,1.26728,-0.100913,-0.5623229999999999,-0.646876,1.213967,-0.405462,-0.43328599999999995,0.143841,1.0851309999999998,-0.3597,0.0,-0.51951,-0.288445,2.273159,-0.526436,-0.173747,0.041061,0.1596,-0.019561000000000002,0.433075,-0.633912,-1.9433939999999998,-1.358409,0.035523,1.7445950000000001,1.76128,-1.7950869999999999,1.40759,-1.670728,0.5679810000000001,2.786833,-1.547609,-0.05570599999999999,0.367286,0.734654,-0.9004620000000001,-0.934299,0.932767,-0.678284,0.634045,1.277687,-0.101763,-0.541561,-1.084195,0.40010999999999997,0.592705,-0.064367,5.481883,1.784847,0.389221,-0.962511,1.924014,0.967144,1.7511,0.23354899999999998,-0.46102299999999996,0.5714199999999999,-1.2138639999999998,-0.100913,-0.5623229999999999,0.957408,-0.405462,0.143841,1.0851309999999998,0.0,0.605537,0.166762,-0.51951,-1.334598,-0.047864,-0.526436,0.041061,-0.63072,-0.143072,-0.019561000000000002,5.204378,0.016774,0.633494,0.109792,-0.633912,-0.208813,-1.9433939999999998,0.035523,0.044726,1.7445950000000001,1.40759,-1.022143,-1.547609,-0.560078,0.130681,Waned
G347,0.145368,-1.813145,-0.613592,-0.926109,-0.832951,6.5904240000000005,1.158447,-0.394894,-0.24022800000000002,1.1301510000000001,0.566516,-0.21176799999999998,-0.089865,-0.31129,-0.711653,-1.539532,-0.419329,-0.47131899999999993,-1.092549,-0.845822,-0.296145,0.553272,-2.6992130000000003,0.854891,0.460643,0.014679,0.8469639999999999,0.7811899999999999,0.10413900000000001,0.11236800000000001,-0.374438,0.661907,0.24684299999999998,-0.24559699999999998,0.154398,-2.358313,-0.319643,0.8525959999999999,1.1449850000000001,-0.494208,0.021273,-0.790413,0.30041599999999996,2.9262639999999998,-1.979585,0.10457899999999999,0.061394000000000004,0.587899,-1.40029,-1.177375,1.925786,0.7653989999999999,0.582588,2.939892,0.145368,-0.970807,-1.813145,-0.613592,-0.567807,-0.926109,6.5904240000000005,1.158447,-0.394894,-0.24022800000000002,1.1301510000000001,0.6056520000000001,0.566516,-0.21176799999999998,0.539616,-0.089865,0.62151,-0.711653,-1.539532,0.172572,-1.092549,-0.296145,0.553272,0.854891,-0.533814,-1.2285139999999999,0.460643,-0.356629,-0.590742,0.7811899999999999,0.11236800000000001,-1.199901,-0.150058,0.661907,4.757226999999999,-0.293898,0.168696,-0.183989,-0.24559699999999998,0.801728,0.154398,-0.319643,1.644571,0.8525959999999999,0.021273,-0.807934,-1.979585,0.854234,-0.282649,Persistent
G358,-0.200297,0.584435,0.8431069999999999,-0.482534,-0.805579,6.812587,0.346387,0.591869,-0.93532,0.14234000000000002,1.047397,-1.346088,0.239542,0.21918600000000002,0.040433,0.42472299999999996,-1.258023,0.274421,-2.118507,0.10687200000000001,-0.400536,0.44996,-0.926701,0.0,0.095399,-0.41358199999999995,1.43192,0.132278,-0.134634,0.296444,0.260241,0.121654,0.535983,0.004128,0.11944600000000001,-0.780223,0.512356,0.640258,0.53261,-0.38901199999999997,0.9251290000000001,-0.060780999999999995,0.7058939999999999,1.8567330000000002,-0.837483,0.040433,0.216772,0.308837,-0.938843,-0.110109,0.175122,-0.390206,-0.40031700000000003,1.0326549999999999,-0.200297,0.645054,0.584435,0.8431069999999999,0.177006,-0.482534,6.812587,0.346387,0.591869,-0.93532,0.14234000000000002,0.670854,1.047397,-1.346088,0.529304,0.239542,-0.39875900000000003,0.040433,0.42472299999999996,1.7265970000000002,-2.118507,-0.400536,0.44996,0.0,-2.630423,-1.7257799999999999,0.095399,-1.6943130000000002,1.133642,0.132278,0.296444,-0.48495,0.10949400000000001,0.121654,5.1694510000000005,0.40865999999999997,-0.045125,0.098334,0.004128,-0.6481140000000001,0.11944600000000001,0.512356,0.7516510000000001,0.640258,0.9251290000000001,-1.421948,-0.837483,0.11944600000000001,-0.0011970000000000001,Waned
